token,venue_count,venues,earliest_listing_time_utc,earliest_listing_time_sgt,listing_age_days,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,match_status
ICNT,3,"Binance, Bitget, Bybit",2025-07-03T11:00:16+00:00,2025-07-03 19:00:16 SGT,286.6,impossible-cloud-network-token,0.347319,19.551677648368,9470428.371142081916,87924244.49748839438,matched_exact_symbol_unique
SIREN,3,"Binance, Bitget, Bybit",2025-03-22T03:20:42+00:00,2025-03-22 11:20:42 SGT,390,siren-2,0.844993,19.254707481598,30961113.359752826393,614774488.483821630478,matched_exact_symbol_unique
CYS,3,"Binance, Bitget, Bybit",2025-12-12T11:00:00+00:00,2025-12-12 19:00:00 SGT,124.6,cysic,0.38435,17.68745190541,36327247.107212841511,64181745.147886618972,matched_exact_symbol_unique
XION,1,Bybit,2024-12-05T10:20:14+00:00,2024-12-05 18:20:14 SGT,496.7,xion-2,0.130761,16.858290586947,8691729.105997104198,9475375.728846972808,matched_exact_symbol_unique
MBOX,2,"Binance, Bybit",2024-01-18T10:45:43+00:00,2024-01-18 18:45:43 SGT,818.6,mobox,0.01277396,16.093935455928,29971448.604707889259,6998248.265967150219,matched_exact_symbol_unique
BASED,4,"Binance, Bitget, Bybit, OKX",2026-03-30T08:23:42+00:00,2026-03-30 16:23:42 SGT,16.7,based-one,0.088886,15.878754688938,63598734.267732962966,20930262.660656120628,matched_override_map
OL,2,"Bybit, OKX",2024-11-21T08:49:56+00:00,2024-11-21 16:49:56 SGT,510.7,open-loot,0.00774816,15.786047288706,3553607.124207573943,5997298.934552496299,matched_exact_symbol_unique
CHZ,5,"Binance, Bitget, Bybit, dYdX, OKX",2021-01-21T07:00:00+00:00,2021-01-21 15:00:00 SGT,1910.8,chiliz,0.04236309,15.725681496641,146475372.804106861353,436246173.898599386215,matched_exact_symbol_unique
BOME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-03-15T08:52:25+00:00,2024-03-15 16:52:25 SGT,761.7,book-of-meme,0.00048058,15.646489945195,16431901.101362243295,33138062.21571232751,matched_exact_symbol_unique
TRADOOR,1,Binance,2025-09-19T12:30:00+00:00,2025-09-19 20:30:00 SGT,208.6,tradoor,6.29,15.230847919016,15068343.62460790202,90323931.449197411537,matched_exact_symbol_unique
WCT,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-04-15T11:00:00+00:00,2025-04-15 19:00:00 SGT,365.6,connect-token-wct,0.065761,13.666429845086,87667514.213740363717,12246580.55658765696,matched_exact_symbol_unique
MAV,4,"Binance, Bitget, Bybit, Hyperliquid",2023-06-28T09:40:09+00:00,2023-06-28 17:40:09 SGT,1022.7,maverick-protocol,0.01607638,12.513163643831,13276340.505999507383,14950172.987093664706,matched_exact_symbol_unique
MERL,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-04-19T10:25:00+00:00,2024-04-19 18:25:00 SGT,726.7,merlin-chain,0.0345671,12.321124159617,26145069.353692818433,41508797.197630390525,matched_exact_symbol_unique
AIXBT,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-12-20T08:38:27+00:00,2024-12-20 16:38:27 SGT,481.7,aixbt,0.0271665,12.142066149589,12772078.42374990508,26752317.180287852883,matched_exact_symbol_unique
TRB,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,tellor,17.36,11.513138458162,19717323.339712556452,48136896.069689594209,matched_exact_symbol_unique
ARKM,5,"Binance, Bitget, Bybit, dYdX, OKX",2023-07-28T01:41:11+00:00,2023-07-28 09:41:11 SGT,993,arkham,0.112522,11.43495006058,32023444.964086800814,67903074.770509615541,matched_exact_symbol_unique
EDGE,4,"Binance, Bitget, Bybit, OKX",2026-03-19T14:00:00+00:00,2026-03-19 22:00:00 SGT,27.5,edgex,1.13,10.94063450713,16704567.1398118902,394874533.925741791725,matched_override_map
AR,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-28T07:00:00+00:00,2021-09-28 15:00:00 SGT,1660.8,arweave,1.96,10.735597506785,35443383.682365335524,128595775.431034147739,matched_exact_symbol_unique
MYX,3,"Binance, Bitget, Bybit",2025-06-18T12:30:00+00:00,2025-06-18 20:30:00 SGT,301.6,myx-finance,0.3375,10.590324114029,50606145.036359719932,64417026.429718673229,matched_exact_symbol_unique
AZTEC,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2026-02-11T04:30:00+00:00,2026-02-11 12:30:00 SGT,63.9,aztec,0.02327683,9.730176338417,8662718.026387186721,68971833.276828825474,matched_exact_symbol_unique
IMX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-11-18T06:50:22+00:00,2021-11-18 14:50:22 SGT,1609.8,immutable-x,0.162421,9.264629463151,21640874.149695500731,136776058.419550359249,matched_exact_symbol_unique
STRK,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-02-20T12:55:00+00:00,2024-02-20 20:55:00 SGT,785.6,starknet,0.03533672,9.243909855909,27098525.147393032908,205945377.869025737047,matched_exact_symbol_unique
EGLD,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,elrond-erd-2,4.12,9.104924048326,11510380.047955859452,122459858.407882735133,matched_exact_symbol_unique
ETHW,3,"Binance, Bitget, OKX",2022-09-16T06:55:31+00:00,2022-09-16 14:55:31 SGT,1307.8,ethereum-pow-iou,0.281349,8.794293586238,4224219.028219204396,30210782.219309132546,matched_exact_symbol_unique
INJ,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2022-08-16T07:00:00+00:00,2022-08-16 15:00:00 SGT,1338.8,injective-protocol,3.26,8.469739841302,90107708.801710009575,324267619.348906695843,matched_exact_symbol_unique
TAKE,1,Binance,2025-09-03T11:15:00+00:00,2025-09-03 19:15:00 SGT,224.6,overtake,0.02787399,8.044500278617,1419355.22419643891,6925445.964043321088,matched_exact_symbol_unique
EUL,3,"Binance, Bitget, Bybit",2025-10-13T14:30:00+00:00,2025-10-13 22:30:00 SGT,184.5,euler,1.19,7.783740514496,7648727.291905400343,28709099.03886725381,matched_exact_symbol_unique
TSLAX,1,dYdX,,,,tesla-xstock,395.73,7.682023362749,17576458.104478910565,55896268.515917636454,matched_exact_symbol_unique
EIGEN,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-08-06T03:43:33+00:00,2024-08-06 11:43:33 SGT,617.9,eigenlayer,0.173252,7.480879577805,16878235.334820628166,119753340.393052205443,matched_exact_symbol_unique
AXL,4,"Binance, Bitget, Bybit, dYdX",2023-12-07T09:32:30+00:00,2023-12-07 17:32:30 SGT,860.7,axelar,0.04921606,7.309248697274,15308980.892123125494,56454108.915396213531,matched_exact_symbol_unique
DYM,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2024-02-07T02:36:50+00:00,2024-02-07 10:36:50 SGT,799,dymension,0.01833592,7.134754355164,17503860.207106936723,9280107.759492209181,matched_exact_symbol_unique
ON,1,Binance,2025-10-24T08:30:00+00:00,2025-10-24 16:30:00 SGT,173.7,orochi-network,0.15367,7.110862409587,18438633.829812105745,21319107.446667157114,matched_exact_symbol_unique
AGLD,4,"Binance, Bitget, Bybit, OKX",2021-09-07T09:57:30+00:00,2021-09-07 17:57:30 SGT,1681.7,adventure-gold,0.265697,7.049331255318,14174788.272251844406,23236230.116806339473,matched_exact_symbol_unique
THETA,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,theta-token,0.188951,6.972704996131,15833282.128196276724,188850369.602271109819,matched_exact_symbol_unique
AIOT,1,Binance,2025-04-30T12:30:00+00:00,2025-04-30 20:30:00 SGT,350.6,okzoo,0.061095,6.966577651805,4192425.070508271456,16044814.133085144684,matched_exact_symbol_unique
BSB,4,"Binance, Bitget, Bybit, OKX",2026-03-25T11:45:00+00:00,2026-03-25 19:45:00 SGT,21.6,block-street,0.244718,6.814696060303,8265747.553881753236,52349589.566513098776,matched_override_map
TRIA,4,"Binance, Bitget, Bybit, OKX",2026-02-05T07:30:00+00:00,2026-02-05 15:30:00 SGT,69.8,tria,0.0299367,6.736345490241,15790897.073864744976,63705124.473886214197,matched_exact_symbol_unique
SPX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-10-29T06:31:37+00:00,2024-10-29 14:31:37 SGT,533.8,spx6900,0.343767,6.702230917612,5509928.780949861743,320194472.756187975407,matched_exact_symbol_unique
ETHFI,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-03-18T12:25:00+00:00,2024-03-18 20:25:00 SGT,758.6,ether-fi,0.456353,6.660502489648,32675317.911802820861,359528920.909028291702,matched_exact_symbol_unique
STX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-11-30T07:59:43+00:00,2021-11-30 15:59:43 SGT,1597.8,blockstack,0.23651,6.588150813522,23930228.086157526821,435506051.421755075455,matched_exact_symbol_unique
KGEN,4,"Binance, Bitget, Bybit, OKX",2025-10-07T14:30:00+00:00,2025-10-07 22:30:00 SGT,190.5,kgen,0.166424,6.457721459719,2938713.758606888819,33151451.303425770253,matched_exact_symbol_unique
DOOD,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-05-09T13:20:33+00:00,2025-05-09 21:20:33 SGT,341.5,doodles,0.00326888,6.228979028655,12057849.276687076315,25436955.996630694717,matched_exact_symbol_unique
API3,4,"Binance, Bitget, Bybit, OKX",2022-02-21T07:00:00+00:00,2022-02-21 15:00:00 SGT,1514.8,api3,0.300751,6.21758091711,5639415.828885204159,42733015.321549929678,matched_exact_symbol_unique
AEVO,5,"Binance, Bitget, Bybit, dYdX, OKX",2024-03-13T10:25:20+00:00,2024-03-13 18:25:20 SGT,763.7,aevo-exchange,0.02437636,6.200983892761,7200754.104144512676,22316155.135420050472,matched_exact_symbol_unique
POPCAT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-03-28T07:01:59+00:00,2024-03-28 15:01:59 SGT,748.8,popcat,0.054058,5.810902119213,14091609.544433021918,52912320.490099497139,matched_exact_symbol_unique
COMP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,compound-governance-token,22.83,5.748845367711,26561206.395461868495,220531228.773644268513,matched_exact_symbol_unique
SANTOS,2,"Binance, Bitget",2024-10-28T14:00:00+00:00,2024-10-28 22:00:00 SGT,534.5,santos-fc-fan-token,1.13,5.555686304795,4067248.590433166828,18190878.982431024313,matched_exact_symbol_unique
PYTH,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-11-20T14:55:00+00:00,2023-11-20 22:55:00 SGT,877.5,pyth-network,0.04548657,5.524610480335,11899163.402442254126,261408250.631267338991,matched_exact_symbol_unique
REZ,4,"Binance, Bitget, Bybit, Hyperliquid",2024-04-30T14:00:00+00:00,2024-04-30 22:00:00 SGT,715.5,renzo,0.00385507,5.516381094466,5117815.94918888621,31624747.838119950145,matched_exact_symbol_unique
ZK,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-06-17T11:00:00+00:00,2024-06-17 19:00:00 SGT,667.6,zksync,0.01613647,5.501043697293,9983586.29191897437,155400499.642972946167,matched_exact_symbol_unique
AAVE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,aave,106.08,5.408572773956,391312154.573501646519,1608861456.841332912445,matched_exact_symbol_unique
ELSA,3,"Binance, Bitget, Bybit",2026-01-22T07:22:15+00:00,2026-01-22 15:22:15 SGT,83.8,elsa,0.071243,5.350332292521,4002393.126440427266,16327870.006227502599,matched_exact_symbol_unique
RSR,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,reserve-rights-token,0.00158067,5.315392330259,4649360.210831874982,98822035.290715202689,matched_exact_symbol_unique
SSV,4,"Binance, Bitget, Bybit, OKX",2023-02-23T07:00:00+00:00,2023-02-23 15:00:00 SGT,1147.8,ssv-network,2.32,5.29817379865,8033330.013311280869,34128869.988983407617,matched_exact_symbol_unique
PENDLE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-07-05T07:26:42+00:00,2023-07-05 15:26:42 SGT,1015.8,pendle,1.1,5.085092380009,23742571.494868651032,184225924.985342234373,matched_exact_symbol_unique
2Z,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-10-02T12:30:00+00:00,2025-10-02 20:30:00 SGT,195.6,doublezero,0.082776,5.022919228252,7919869.94006889686,287348339.256069719791,matched_exact_symbol_unique
IRYS,3,"Binance, Bitget, Bybit",2025-11-26T16:00:00+00:00,2025-11-27 00:00:00 SGT,140.4,irys,0.02951072,4.989806595852,9059456.10988804698,59191483.94623439759,matched_exact_symbol_unique
SIGN,4,"Binance, Bitget, Bybit, OKX",2025-04-28T11:00:00+00:00,2025-04-28 19:00:00 SGT,352.6,sign-global,0.02975568,4.988608422395,21624624.709863718599,57583895.765183962882,matched_exact_symbol_unique
GALA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-17T07:00:00+00:00,2021-09-17 15:00:00 SGT,1671.8,gala,0.00313557,4.977118528462,35953668.870139658451,149366383.984861046076,matched_exact_symbol_unique
WAL,4,"Binance, Bitget, Bybit, OKX",2025-03-27T10:05:56+00:00,2025-03-27 18:05:56 SGT,384.7,walrus-2,0.071523,4.946639880289,8598065.852534450591,164116690.017274260521,matched_exact_symbol_unique
BAND,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,band-protocol,0.215237,4.786403097419,2996060.518788485322,37487738.656383626163,matched_exact_symbol_unique
ICX,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,icon,0.03867624,4.785120838085,1128764.597577381181,42093172.407516732812,matched_exact_symbol_unique
MEW,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-04-15T08:25:00+00:00,2024-04-15 16:25:00 SGT,730.7,cat-in-a-dogs-world,0.00059081,4.729694210959,5886353.563071111217,52274325.032850258052,matched_exact_symbol_unique
NEWT,3,"Binance, Bitget, Bybit",2025-06-19T14:30:00+00:00,2025-06-19 22:30:00 SGT,300.5,newton-protocol,0.07543,4.519354603915,11077397.575324121863,16220373.274696508422,matched_exact_symbol_unique
YGG,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-08-06T09:00:00+00:00,2021-08-06 17:00:00 SGT,1713.7,yield-guild-games,0.03981509,4.490389416868,7552137.398569562472,29168544.055999018252,matched_exact_symbol_unique
TOWNS,3,"Binance, Bitget, Bybit",2025-08-05T14:30:00+00:00,2025-08-05 22:30:00 SGT,253.5,towns,0.00344277,4.251959704261,13918302.464973229915,7256902.154120976105,matched_exact_symbol_unique
PHA,3,"Binance, Bitget, Bybit",2024-05-31T10:02:00+00:00,2024-05-31 18:02:00 SGT,684.7,pha,0.03809914,4.244280321982,13093590.201958753169,31822519.662096902728,matched_exact_symbol_unique
ICP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-05-14T09:00:00+00:00,2021-05-14 17:00:00 SGT,1797.7,internet-computer,2.52,4.190192201696,41299734.022439606488,1389044438.425096750259,matched_exact_symbol_unique
GRT,5,"Binance, Bitget, Bybit, dYdX, OKX",2020-12-18T07:00:00+00:00,2020-12-18 15:00:00 SGT,1944.8,the-graph,0.02512367,4.174520663052,13322357.164970671758,269711712.097604751587,matched_exact_symbol_unique
VANA,4,"Binance, Bitget, Bybit, OKX",2024-12-16T11:43:42+00:00,2024-12-16 19:43:42 SGT,485.6,vana,1.33,4.137206178097,1615249.990196883911,41008267.749067604542,matched_exact_symbol_unique
DOLO,3,"Binance, Bitget, Bybit",2025-05-01T03:00:00+00:00,2025-05-01 11:00:00 SGT,350,dolomite,0.03328671,4.107395108776,3999433.60988033656,15399576.712184628472,matched_exact_symbol_unique
SOMI,3,"Binance, Bitget, Bybit",2025-08-25T09:30:00+00:00,2025-08-25 17:30:00 SGT,233.7,somnia,0.175148,4.091779958073,6240029.982438713312,28058707.6788880229,matched_exact_symbol_unique
POLYX,4,"Binance, Bitget, Bybit, Hyperliquid",2023-10-24T06:46:36+00:00,2023-10-24 14:46:36 SGT,904.8,polymesh,0.053145,4.089956132419,3906425.556410669349,67301081.828080564737,matched_exact_symbol_unique
CELO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-24T10:03:05+00:00,2021-09-24 18:03:05 SGT,1664.7,celo,0.08337,4.059689654267,3019992.632159206551,49935442.00510957092,matched_exact_symbol_unique
NFP,1,Binance,2023-12-27T12:30:00+00:00,2023-12-27 20:30:00 SGT,840.6,nfprompt-token,0.0138522,4.030203661796,1571560.114375753095,7410753.578954596072,matched_exact_symbol_unique
COTI,3,"Binance, Bitget, Bybit",2021-03-09T07:00:00+00:00,2021-03-09 15:00:00 SGT,1863.8,coti,0.0140613,4.021244730795,4145880.82307471754,38938869.688476361334,matched_exact_symbol_unique
BICO,4,"Binance, Bitget, Bybit, OKX",2021-12-02T11:40:17+00:00,2021-12-02 19:40:17 SGT,1595.6,biconomy,0.02179494,3.977984635436,3552911.632489773445,15831403.543448826298,matched_exact_symbol_unique
DEGO,1,Binance,2024-12-13T13:15:00+00:00,2024-12-13 21:15:00 SGT,488.5,dego-finance,0.281496,3.92772359974,3076435.616570271086,5911414.750102641992,matched_exact_symbol_unique
FIDA,3,"Binance, Bitget, Bybit",2024-09-19T12:30:00+00:00,2024-09-19 20:30:00 SGT,573.6,bonfida,0.01736752,3.913725086686,12709869.232594549656,17232731.155548471957,matched_exact_symbol_unique
BARD,4,"Binance, Bitget, Bybit, OKX",2025-09-16T09:48:57+00:00,2025-09-16 17:48:57 SGT,211.7,lombard-protocol,0.319192,3.88527825539,503062386.560993790627,96355955.542784571648,matched_exact_symbol_unique
MINA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-06-09T09:00:00+00:00,2021-06-09 17:00:00 SGT,1771.7,mina-protocol,0.059117,3.875919114491,6380777.220385385677,75758042.665825009346,matched_exact_symbol_unique
KSM,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,kusama,4.35,3.856234090186,6031939.145389166661,78531822.474387705326,matched_exact_symbol_unique
PEAQ,1,Bybit,2024-11-19T08:31:41+00:00,2024-11-19 16:31:41 SGT,512.7,peaq-2,0.01433519,3.738336670788,2795500.396345815156,29199958.144614115357,matched_exact_symbol_unique
LINEA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-09-01T08:30:00+00:00,2025-09-01 16:30:00 SGT,226.7,linea,0.00341449,3.714903740618,12850533.73606806621,85037210.940892904997,matched_exact_symbol_unique
DUSK,2,"Binance, Bybit",2021-12-16T16:45:30+00:00,2021-12-17 00:45:30 SGT,1581.4,dusk-network,0.150853,3.699389388362,14308997.207082509995,75393870.833664193749,matched_exact_symbol_unique
A,4,"Binance, Bitget, Bybit, OKX",2025-05-28T08:00:00+00:00,2025-05-28 16:00:00 SGT,322.8,vaulta,0.081565,3.697289763755,13697681.592903090641,133380125.682236775756,matched_exact_symbol_unique
MAVIA,3,"Binance, Bybit, Hyperliquid",2024-02-07T09:12:26+00:00,2024-02-07 17:12:26 SGT,798.7,heroes-of-mavia,0.03337133,3.651350492494,2587939.278227987234,8153995.805431189947,matched_exact_symbol_unique
ZORA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-04-25T09:17:30+00:00,2025-04-25 17:17:30 SGT,355.7,zora,0.01430841,3.598166027269,6423794.904956522398,63944769.306071676314,matched_exact_symbol_unique
HNT,2,"Bitget, Bybit",2022-01-24T06:47:20+00:00,2022-01-24 14:47:20 SGT,1542.8,helium,1.043,3.57091484957,3339476.285897403024,191971513.505486935377,matched_exact_symbol_unique
FLUID,3,"Binance, Bitget, Bybit",2025-09-24T10:15:00+00:00,2025-09-24 18:15:00 SGT,203.7,instadapp,1.66,3.533809390271,2038778.555099166231,129258376.35114377737,matched_exact_symbol_unique
WLD,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-07-24T07:48:40+00:00,2023-07-24 15:48:40 SGT,996.8,worldcoin-wld,0.309875,3.480287389208,88408466.126080259681,1014455806.548411726952,matched_exact_symbol_unique
KAITO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-02-20T13:00:00+00:00,2025-02-20 21:00:00 SGT,419.6,kaito,0.461674,3.386862836007,18368863.999370981008,111418549.250442072749,matched_exact_symbol_unique
ZKJ,2,"Binance, Bitget",2025-05-13T09:30:00+00:00,2025-05-13 17:30:00 SGT,337.7,polyhedra-network,0.02012124,3.386305164132,1581910.54144475027,9596413.688875487074,matched_exact_symbol_unique
APT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2022-10-18T07:00:00+00:00,2022-10-18 15:00:00 SGT,1275.8,aptos,0.893701,3.374095469649,70400230.718337461352,719816977.199985265732,matched_exact_symbol_unique
AWE,3,"Binance, Bitget, Bybit",2025-05-21T08:00:00+00:00,2025-05-21 16:00:00 SGT,329.8,stp-network,0.054004,3.330506321345,5450526.204971261322,104895458.198740512133,matched_exact_symbol_unique
AIOZ,1,Bybit,2024-06-13T08:16:01+00:00,2024-06-13 16:16:01 SGT,671.8,aioz-network,0.059046,3.18972534724,2547824.96767113544,73552239.394915491343,matched_exact_symbol_unique
LRC,2,"Bybit, OKX",2020-09-09T10:12:51+00:00,2020-09-09 18:12:51 SGT,2044.7,loopring,0.01648646,3.159349199356,2714214.695126560982,20540838.721644360572,matched_exact_symbol_unique
MLN,3,"Binance, Bitget, Bybit",2025-03-31T08:45:00+00:00,2025-03-31 16:45:00 SGT,380.7,melon,3.18,3.128339257321,1510589.67415908468,10433844.766308929771,matched_exact_symbol_unique
PORTAL,2,"Binance, Bybit",2024-02-29T15:00:00+00:00,2024-02-29 23:00:00 SGT,776.5,portal-2,0.00881992,3.046582699075,2715507.511048424523,6736700.686408532783,matched_exact_symbol_unique
PUFFER,1,Bybit,2024-10-14T12:37:01+00:00,2024-10-14 20:37:01 SGT,548.6,puffer-finance,0.02542517,3.029200735043,3729962.883963544387,11142915.098261518404,matched_exact_symbol_unique
KAVA,3,"Binance, Bitget, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,kava,0.05379,3.026675871288,2484845.24458097294,58237807.775575511158,matched_exact_symbol_unique
BAS,2,"Binance, Bitget",2025-08-26T13:30:00+00:00,2025-08-26 21:30:00 SGT,232.5,bas,0.00710711,2.946740697158,3377011.758904156275,17752664.690754637122,matched_exact_symbol_unique
KAS,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2023-08-04T08:34:41+00:00,2023-08-04 16:34:41 SGT,985.7,kaspa,0.03307321,2.861787398236,20656873.599675145,903650060.544339895248,matched_exact_symbol_unique
SYRUP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-05-07T08:30:00+00:00,2025-05-07 16:30:00 SGT,343.7,syrup,0.22741,2.809066645572,6876258.320335947908,263725078.866912513971,matched_exact_symbol_unique
WAXP,3,"Binance, Bitget, Bybit",2023-10-10T06:21:49+00:00,2023-10-10 14:21:49 SGT,918.8,wax,0.00672946,2.728526652572,1335236.516151694581,30855126.451734639704,matched_exact_symbol_unique
SKL,3,"Binance, Bitget, Bybit",2020-08-24T07:00:00+00:00,2020-08-24 15:00:00 SGT,2060.8,skale,0.00643968,2.679230391097,3960008.34127456788,39177328.179410018027,matched_exact_symbol_unique
ZETA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-02-01T03:25:00+00:00,2024-02-01 11:25:00 SGT,805,zetachain,0.051601,2.642640264406,4051932.515153459273,70155617.022337287664,matched_exact_symbol_unique
KMNO,4,"Binance, Bitget, Bybit, OKX",2024-10-09T08:52:41+00:00,2024-10-09 16:52:41 SGT,553.7,kamino,0.02087728,2.626535412715,5044261.222161145881,91462839.368535488844,matched_exact_symbol_unique
STORJ,3,"Binance, Bitget, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,storj,0.100191,2.568974351053,3651574.478670283686,14400592.455770300701,matched_exact_symbol_unique
UMA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2020-09-04T10:12:51+00:00,2020-09-04 18:12:51 SGT,2049.7,uma,0.432646,2.554809682223,5651208.920712742023,39250102.34849140048,matched_exact_symbol_unique
ENSO,4,"Binance, Bitget, Bybit, OKX",2025-10-14T09:00:00+00:00,2025-10-14 17:00:00 SGT,183.7,enso,0.874945,2.554247988052,24024154.315640501678,18020388.408621959388,matched_exact_symbol_unique
RPL,3,"Binance, Bitget, Bybit",2023-03-01T07:32:26+00:00,2023-03-01 15:32:26 SGT,1141.8,rocket-pool,1.87,2.537111078941,2324661.84383320855,41905785.772751241922,matched_exact_symbol_unique
