token,venue_count,venues,earliest_listing_time_utc,earliest_listing_time_sgt,listing_age_days,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,match_status
ASR,3,"Binance, Bitget, Bybit",2025-05-06T09:30:00+00:00,2025-05-06 17:30:00 SGT,344.7,as-roma-fan-token,1.31,2.510472934752,4517268.096677102149,11027899.441349372268,matched_exact_symbol_unique
FOGO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2026-01-10T14:00:00+00:00,2026-01-10 22:00:00 SGT,95.5,fogo,0.01914639,2.504172387054,4868455.063454687595,72883456.688322022557,matched_exact_symbol_unique
SOSO,1,Bybit,2025-06-26T11:07:59+00:00,2025-06-26 19:07:59 SGT,293.6,sosovalue,0.414995,2.493178533726,4111536.221541992854,129327836.671793922782,matched_exact_symbol_unique
VANRY,3,"Binance, Bitget, Bybit",2024-03-13T17:30:00+00:00,2024-03-14 01:30:00 SGT,763.4,vanar-chain,0.00516039,2.49053510811,2122044.512340817135,11105758.035918498412,matched_exact_symbol_unique
ES,1,Bybit,2025-07-16T10:27:33+00:00,2025-07-16 18:27:33 SGT,273.7,eclipse-3,0.161167,2.482853542644,3486059.687860499136,24198622.381313100457,matched_exact_symbol_unique
HOT,2,"Binance, Bitget",2021-03-30T07:00:00+00:00,2021-03-30 15:00:00 SGT,1842.8,holotoken,0.00040939,2.464379175298,4076428.466921085026,72680889.881563007832,matched_exact_symbol_unique
C98,3,"Binance, Bitget, Bybit",2021-08-23T07:00:00+00:00,2021-08-23 15:00:00 SGT,1696.8,coin98,0.01960269,2.40170135005,4298059.409420303069,19594870.087059456855,matched_exact_symbol_unique
ZAMA,4,"Binance, Bitget, Bybit, OKX",2026-01-09T09:00:00+00:00,2026-01-09 17:00:00 SGT,96.7,zama,0.03265961,2.390446230052,106032659.987933799624,73308614.618963852525,matched_exact_symbol_unique
SNT,1,Bybit,2023-11-02T08:28:14+00:00,2023-11-02 16:28:14 SGT,895.7,status,0.01000811,2.324846299345,1505984.143061947543,39704422.165459409356,matched_exact_symbol_unique
RAY,2,"Bitget, OKX",2024-03-12T10:25:00+00:00,2024-03-12 18:25:00 SGT,764.7,raydium,0.662814,2.312300433154,14630127.142796067521,177315933.692446053028,matched_exact_symbol_unique
ACX,3,"Binance, Bitget, Bybit",2024-12-06T09:55:41+00:00,2024-12-06 17:55:41 SGT,495.7,across-protocol,0.044336,2.299899003689,3196834.572684391402,31191007.925506215543,matched_exact_symbol_unique
TLM,3,"Binance, Bitget, Bybit",2021-11-22T00:00:00+00:00,2021-11-22 08:00:00 SGT,1606.1,alien-worlds,0.00168714,2.260624244164,3163722.677567328326,11024110.225842818618,matched_exact_symbol_unique
HFT,3,"Binance, Bitget, Bybit",2023-03-14T06:45:49+00:00,2023-03-14 14:45:49 SGT,1128.8,hashflow,0.0135494,2.257598068381,2651741.175709273666,10632961.048126969486,matched_exact_symbol_unique
AVNT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-09-09T14:05:37+00:00,2025-09-09 22:05:37 SGT,218.5,avantis,0.133512,2.254804944822,20133457.158652685583,42718416.600326389074,matched_exact_symbol_unique
XDC,1,Bybit,2025-02-10T09:24:47+00:00,2025-02-10 17:24:47 SGT,429.7,xdce-crowd-sale,0.03112975,2.247181158234,18183917.151388652623,620826410.327798962593,matched_exact_symbol_unique
JTO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-12-07T19:50:19+00:00,2023-12-08 03:50:19 SGT,860.3,jito-governance-token,0.316686,2.197739347616,11175817.462873050943,145407209.437644898891,matched_exact_symbol_unique
ENS,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-11-11T09:45:46+00:00,2021-11-11 17:45:46 SGT,1616.7,ethereum-name-service,5.93,2.144781582901,15724252.554525170475,227582274.751477152109,matched_exact_symbol_unique
VET,3,"Binance, Bitget, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,vechain,0.00708036,2.135212483331,12943734.482657343149,607784023.884377837181,matched_exact_symbol_unique
TAIKO,3,"Binance, Bitget, Bybit",2024-06-05T14:17:35+00:00,2024-06-05 22:17:35 SGT,679.5,taiko,0.118685,2.075593646909,3354738.279408892151,22760800.53002711758,matched_exact_symbol_unique
MANTRA,2,"Binance, Bitget",2026-03-04T08:00:00+00:00,2026-03-04 16:00:00 SGT,42.8,mantra,0.01079844,2.039532370476,4961548.71740640793,52397969.277573406696,matched_exact_symbol_unique
AXS,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,axie-infinity,1.13,2.036834379445,22562394.364963188767,192246843.717444479465,matched_exact_symbol_unique
SUI,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-05-02T12:15:24+00:00,2023-05-02 20:15:24 SGT,1079.6,sui,0.961771,2.016231332308,299764834.948688447475,3801538505.979793548584,matched_exact_symbol_unique
VIRTUAL,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-11-01T08:25:51+00:00,2024-11-01 16:25:51 SGT,530.7,virtual-protocol,0.692386,2.009011766928,56520937.545817002654,454611817.547116875648,matched_exact_symbol_unique
ONDO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-01-20T13:00:00+00:00,2024-01-20 21:00:00 SGT,816.6,ondo-finance,0.258561,1.972918981929,57265694.361068040133,1258225393.505190849304,matched_exact_symbol_unique
NAORIS,3,"Binance, Bitget, Bybit",2025-07-31T12:14:10+00:00,2025-07-31 20:14:10 SGT,258.6,naoris,0.054241,1.942311654725,1109180.780831590993,32496438.764325726777,matched_exact_symbol_unique
SLP,3,"Binance, Bitget, Bybit",2021-11-17T16:00:00+00:00,2021-11-18 00:00:00 SGT,1610.4,smooth-love-potion,0.00063059,1.912232903903,1905763.621111693792,22934498.101004008204,matched_exact_symbol_unique
BREV,4,"Binance, Bitget, Bybit, OKX",2025-12-30T10:45:00+00:00,2025-12-30 18:45:00 SGT,106.6,brevis,0.124131,1.910057895885,11444958.954928690568,31006272.638278774917,matched_exact_symbol_unique
BIGTIME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2023-10-12T08:35:45+00:00,2023-10-12 16:35:45 SGT,916.7,big-time,0.01324595,1.906794455581,8119138.8269657325,25262012.605658080429,matched_exact_symbol_unique
IOTA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,iota,0.056257,1.897190553161,7173840.991404932924,246506972.843726336956,matched_exact_symbol_unique
CVC,3,"Binance, Bitget, Bybit",2021-11-30T15:20:51+00:00,2021-11-30 23:20:51 SGT,1597.5,civic,0.0305115,1.892635637584,1965249.093635025434,24456688.716542594135,matched_exact_symbol_unique
MITO,2,"Binance, Bybit",2025-08-28T14:30:00+00:00,2025-08-28 22:30:00 SGT,230.5,mitosis,0.03607043,1.876250944864,3001339.194582517724,12067564.200448894873,matched_exact_symbol_unique
SAGA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-04-09T10:30:00+00:00,2024-04-09 18:30:00 SGT,736.7,saga-2,0.02732792,1.8650905506,5065953.900483878329,10295012.176075084135,matched_exact_symbol_unique
PUNDIX,3,"Binance, Bitget, Bybit",2025-04-30T10:00:00+00:00,2025-04-30 18:00:00 SGT,350.7,pundi-x-2,0.14905,1.86185574981,1422395.185782343382,38522876.319450348616,matched_exact_symbol_unique
ENA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-04-02T09:42:46+00:00,2024-04-02 17:42:46 SGT,743.7,ethena,0.100141,1.795380439038,88909371.785907521844,874880052.953077077866,matched_exact_symbol_unique
CTC,1,Bybit,2022-05-17T07:57:50+00:00,2022-05-17 15:57:50 SGT,1429.8,creditcoin-2,0.148039,1.778182855053,2724225.417617642321,79297065.997863024473,matched_exact_symbol_unique
ORCA,3,"Binance, Bitget, Bybit",2024-04-01T09:22:09+00:00,2024-04-01 17:22:09 SGT,744.7,orca,0.902027,1.771477353527,6999282.700059520081,54847863.611264407635,matched_exact_symbol_unique
CATI,4,"Binance, Bitget, Bybit, Hyperliquid",2024-09-09T08:15:12+00:00,2024-09-09 16:15:12 SGT,583.8,catizen,0.04918044,1.744558582851,4050217.565341477282,20223837.247964307666,matched_exact_symbol_unique
ARPA,3,"Binance, Bitget, Bybit",2021-10-18T07:00:00+00:00,2021-10-18 15:00:00 SGT,1640.8,arpa,0.00954013,1.734015334249,3531067.99769607652,9370362.271941378713,matched_exact_symbol_unique
1000XEC,3,"Binance, Bitget, Bybit",2021-09-16T07:00:00+00:00,2021-09-16 15:00:00 SGT,1672.8,ecash,0.00000711,1.730698847116,3636395.402111595031,142273473.116454869509,matched_stripped_multiplier_unique
PIPPIN,4,"Binance, Bitget, Bybit, OKX",2025-01-17T08:38:42+00:00,2025-01-17 16:38:42 SGT,453.7,pippin,0.02597963,1.721319657975,9786161.785149963573,26003044.704786665738,matched_exact_symbol_unique
SNX,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,havven,0.296074,1.62105367038,8990673.13670100458,102006171.858121737838,matched_exact_symbol_unique
MOVR,3,"Binance, Bitget, Bybit",2023-11-23T06:09:22+00:00,2023-11-23 14:09:22 SGT,874.8,moonriver,1.23,1.618004241237,1489387.08537673438,14025134.765564881265,matched_exact_symbol_unique
GLM,4,"Binance, Bitget, Bybit, OKX",2023-08-10T04:57:59+00:00,2023-08-10 12:57:59 SGT,979.9,golem,0.128075,1.611261631342,5317015.49272520747,128071992.728455707431,matched_exact_symbol_unique
HBAR,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2021-03-17T07:00:00+00:00,2021-03-17 15:00:00 SGT,1855.8,hedera-hashgraph,0.087009,1.604450639986,67204794.094602614641,3768348845.323127746582,matched_exact_symbol_unique
CELR,2,"Binance, Bitget",2021-03-29T07:00:00+00:00,2021-03-29 15:00:00 SGT,1843.8,celer-network,0.0024754,1.602882095187,1879496.356231671292,13971771.410623718053,matched_exact_symbol_unique
LPT,4,"Binance, Bitget, Bybit, OKX",2021-04-23T07:00:00+00:00,2021-04-23 15:00:00 SGT,1818.8,livepeer,2.14,1.584643481471,8867200.674965459853,105861915.731049656868,matched_exact_symbol_unique
HMSTR,4,"Binance, Bybit, Hyperliquid, OKX",2024-09-11T06:08:16+00:00,2024-09-11 14:08:16 SGT,581.8,hamster-kombat,0.0001496,1.570712163576,2978414.556612590794,9624664.568786362186,matched_exact_symbol_unique
CTK,3,"Binance, Bitget, Bybit",2021-12-02T11:34:07+00:00,2021-12-02 19:34:07 SGT,1595.6,certik,0.177665,1.569818534768,1098570.920886843931,28005906.673820145428,matched_exact_symbol_unique
CETUS,3,"Binance, Bitget, Bybit",2024-02-05T03:44:03+00:00,2024-02-05 11:44:03 SGT,800.9,cetus-protocol,0.02016936,1.552860847212,2128371.166732789483,18833225.914536584169,matched_exact_symbol_unique
RVN,4,"Binance, Bitget, Bybit, OKX",2021-02-23T07:00:00+00:00,2021-02-23 15:00:00 SGT,1877.8,ravencoin,0.00584628,1.542330918934,5530599.337598402984,94558601.982719942927,matched_exact_symbol_unique
FLR,1,Bybit,2023-03-16T07:58:28+00:00,2023-03-16 15:58:28 SGT,1126.8,flare-networks,0.00813701,1.531318029202,2980383.853710674681,696628697.033134579659,matched_exact_symbol_unique
MELANIA,4,"Binance, Bitget, Bybit, Hyperliquid",2025-01-20T05:13:39+00:00,2025-01-20 13:13:39 SGT,450.9,melania-meme,0.104623,1.528844593402,18915830.604816317558,99667296.77819673717,matched_exact_symbol_unique
AERO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-07-15T09:05:08+00:00,2024-07-15 17:05:08 SGT,639.7,aerodrome-finance,0.374909,1.51629677726,13705301.433406943455,345634394.924850583076,matched_exact_symbol_unique
ACH,4,"Binance, Bitget, Bybit, OKX",2022-04-08T08:07:37+00:00,2022-04-08 16:07:37 SGT,1468.8,alchemy-pay,0.00605156,1.454090848578,4182581.111351497006,29915492.460943900049,matched_exact_symbol_unique
ILV,4,"Binance, Bitget, Bybit, Hyperliquid",2021-11-26T00:00:00+00:00,2021-11-26 08:00:00 SGT,1602.1,illuvium,4.29,1.44740779651,3268761.944876840338,35580988.106600888073,matched_exact_symbol_unique
BERA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-02-06T13:16:28+00:00,2025-02-06 21:16:28 SGT,433.5,berachain-bera,0.405181,1.438881976033,18971253.478928253055,99329972.995981425047,matched_exact_symbol_unique
RLC,2,"Binance, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,iexec-rlc,0.42035,1.41446640842,3077845.856301342603,30402954.101891182363,matched_exact_symbol_unique
PROVE,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-08-05T17:00:00+00:00,2025-08-06 01:00:00 SGT,253.4,succinct,0.228617,1.409804803392,5651184.690510574728,44580286.917292013764,matched_exact_symbol_unique
GUN,3,"Binance, Bitget, Bybit",2025-03-31T13:00:00+00:00,2025-03-31 21:00:00 SGT,380.6,gunz,0.01574258,1.399436448753,6503809.012167494744,27235590.56120031327,matched_exact_symbol_unique
SCRT,3,"Binance, Bitget, Bybit",2022-03-30T09:50:43+00:00,2022-03-30 17:50:43 SGT,1477.7,secret,0.088983,1.392031256234,1442671.505170706427,30063215.998133376241,matched_exact_symbol_unique
DENT,2,"Binance, Bitget",2021-03-23T07:00:00+00:00,2021-03-23 15:00:00 SGT,1849.8,dent,0.0001588,1.369081392419,4408000.286264829338,15181048.940285108984,matched_exact_symbol_unique
LSK,3,"Binance, Bitget, Bybit",2024-01-02T15:22:55+00:00,2024-01-02 23:22:55 SGT,834.5,lisk,0.127923,1.363763791421,1538556.005749576259,29088130.816484957933,matched_exact_symbol_unique
VTHO,2,"Binance, Bitget",2025-01-22T09:30:00+00:00,2025-01-22 17:30:00 SGT,448.7,vethor-token,0.00057138,1.331378236093,1018245.041983273695,56694129.0800550282,matched_exact_symbol_unique
ZIL,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,zilliqa,0.00397216,1.312549251798,5036785.254399594851,77506910.274116516113,matched_exact_symbol_unique
IO,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2024-06-11T13:49:00+00:00,2024-06-11 21:49:00 SGT,673.5,io,0.104297,1.252704939016,7429484.062138318084,33091776.632032837719,matched_exact_symbol_unique
KNC,3,"Binance, Bitget, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,kyber-network-crystal,0.136236,1.249148244137,4655044.21774108056,23163004.425256896764,matched_exact_symbol_unique
FTT,1,Hyperliquid,,,,ftx-token,0.295789,1.222512960286,3132435.535945391282,0,matched_exact_symbol_unique
ETC,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2018-12-21T07:53:47+00:00,2018-12-21 15:53:47 SGT,2672.8,ethereum-classic,8.46,1.203821855609,30293241.63733170554,1322178687.579399108887,matched_exact_symbol_unique
HUMA,4,"Binance, Bitget, Bybit, OKX",2025-05-26T13:00:00+00:00,2025-05-26 21:00:00 SGT,324.6,huma-finance,0.01773852,1.152061415551,10557027.843746574596,30632301.625856209546,matched_exact_symbol_unique
REQ,2,"Bybit, Hyperliquid",2021-12-06T00:00:00+00:00,2021-12-06 08:00:00 SGT,1592.1,request-network,0.067754,1.070873838491,1172703.324475503759,50417921.09435839951,matched_exact_symbol_unique
GWEI,2,"Binance, Bitget",2026-01-29T05:30:00+00:00,2026-01-29 13:30:00 SGT,76.9,ethgas-2,0.065908,1.063716254493,7051211.295074368827,138836835.071181446314,matched_exact_symbol_unique
LQTY,4,"Binance, Bitget, Bybit, OKX",2023-03-08T07:00:00+00:00,2023-03-08 15:00:00 SGT,1134.8,liquity,0.282137,1.032732747919,2774675.459328971803,27838351.084998771548,matched_exact_symbol_unique
10000QUBIC,1,Bybit,2024-12-24T09:53:58+00:00,2024-12-24 17:53:58 SGT,477.7,qubic-network,0.000000786683,1.01634962625,2118780.537644234486,107899989.197824299335,matched_stripped_multiplier_unique
XCN,1,Bybit,2022-04-28T07:53:51+00:00,2022-04-28 15:53:51 SGT,1448.8,chain-2,0.00470089,0.981951304332,5535175.562625689432,177623131.085702598095,matched_exact_symbol_unique
CGPT,3,"Binance, Bitget, Bybit",2024-12-20T19:15:00+00:00,2024-12-21 03:15:00 SGT,481.3,chaingpt,0.02122225,0.968953473535,5730849.775564587675,19506661.311427891254,matched_exact_symbol_unique
XLM,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,stellar,0.158648,0.967332040198,91058193.434291481972,5259544185.132491111755,matched_exact_symbol_unique
POWR,3,"Binance, Bitget, Bybit",2023-10-24T07:01:22+00:00,2023-10-24 15:01:22 SGT,904.8,power-ledger,0.066487,0.858557231991,2731247.58568684198,35248927.133791893721,matched_exact_symbol_unique
CARV,3,"Binance, Bitget, Bybit",2024-10-16T08:41:15+00:00,2024-10-16 16:41:15 SGT,546.7,carv,0.054275,0.853362064221,3140838.664007309359,29135542.078252915293,matched_exact_symbol_unique
MANTA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-01-18T11:02:58+00:00,2024-01-18 19:02:58 SGT,818.6,manta-network,0.066005,0.846549705949,7160661.106304303743,30716639.285759441555,matched_exact_symbol_unique
ZBCN,1,Bybit,2024-04-17T07:42:45+00:00,2024-04-17 15:42:45 SGT,728.8,zebec-network,0.00262724,0.819433882492,5854693.887728990987,257449832.912093192339,matched_exact_symbol_unique
JASMY,3,"Binance, Bitget, Bybit",2022-01-19T06:36:42+00:00,2022-01-19 14:36:42 SGT,1547.8,jasmycoin,0.00534872,0.816907803669,9255702.094220792875,264204442.088318616152,matched_exact_symbol_unique
LUMIA,3,"Binance, Bitget, Bybit",2024-10-25T07:36:02+00:00,2024-10-25 15:36:02 SGT,537.8,lumia,0.087846,0.799043065907,2047308.723333799513,12158292.971915720031,matched_exact_symbol_unique
LISTA,4,"Binance, Bitget, Bybit, Hyperliquid",2024-06-20T12:30:00+00:00,2024-06-20 20:30:00 SGT,664.6,lista,0.081806,0.79824750623,3895630.728902625386,27175197.351348821074,matched_exact_symbol_unique
HAEDAL,3,"Binance, Bitget, Bybit",2025-04-30T11:29:53+00:00,2025-04-30 19:29:53 SGT,350.6,haedal,0.0290333,0.78531422562,3481323.499707252719,5659106.06537564937,matched_exact_symbol_unique
SKYAI,2,"Binance, Bitget",2025-05-13T09:45:00+00:00,2025-05-13 17:45:00 SGT,337.7,skyai,0.120754,0.739445304605,8619681.137190667912,120572606.564908236265,matched_exact_symbol_unique
CKB,3,"Binance, Bitget, Bybit",2022-02-15T04:59:08+00:00,2022-02-15 12:59:08 SGT,1520.9,nervos-network,0.00149942,0.726132956363,4041439.682629023213,72820344.234452739358,matched_exact_symbol_unique
TWT,2,"Binance, Bybit",2022-11-17T06:24:21+00:00,2022-11-17 14:24:21 SGT,1245.8,trust-wallet-token,0.403304,0.7214472029,9030305.69833846949,168034682.981879413128,matched_exact_symbol_unique
PYR,1,Bybit,2024-10-07T08:19:21+00:00,2024-10-07 16:19:21 SGT,555.7,vulcan-forged,0.263142,0.66304171703,5554208.832904492505,12251582.569951256737,matched_exact_symbol_unique
ESPORTS,3,"Binance, Bitget, Bybit",2025-07-29T10:00:00+00:00,2025-07-29 18:00:00 SGT,260.7,yooldo-games,0.402122,0.612323310172,2772233.874504760839,61034717.114557906985,matched_exact_symbol_unique
BSV,4,"Binance, Bitget, Bybit, Hyperliquid",2021-12-10T03:08:28+00:00,2021-12-10 11:08:28 SGT,1588,bitcoin-cash-sv,15.58,0.584522434543,6690218.011760185473,311576929.696762025356,matched_exact_symbol_unique
CVX,4,"Binance, Bitget, Bybit, OKX",2022-04-20T07:38:02+00:00,2022-04-20 15:38:02 SGT,1456.8,convex-finance,1.79,0.578646045499,5073638.845898592845,160879474.250476568937,matched_exact_symbol_unique
JELLYJELLY,3,"Binance, Bybit, OKX",2025-01-30T06:45:11+00:00,2025-01-30 14:45:11 SGT,440.8,jelly-my-jelly,0.04472586,0.574213183422,3654301.020792593248,44649385.523229375482,matched_exact_symbol_unique
AERGO,3,"Binance, Bitget, Bybit",2023-11-16T10:07:26+00:00,2023-11-16 18:07:26 SGT,881.7,aergo,0.054696,0.55939814785,2635403.20383980684,25888700.941471666098,matched_exact_symbol_unique
SAHARA,4,"Binance, Bitget, Bybit, OKX",2025-06-20T11:11:33+00:00,2025-06-20 19:11:33 SGT,299.6,sahara-ai,0.0225838,0.493226920842,11122305.03901071474,70890730.087274089456,matched_exact_symbol_unique
IP,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-02-07T08:28:16+00:00,2025-02-07 16:28:16 SGT,432.7,story-2,0.503827,0.487908133442,25495820.544616121799,177902225.070656210184,matched_exact_symbol_unique
1INCH,5,"Binance, Bitget, Bybit, dYdX, OKX",2020-12-25T02:30:00+00:00,2020-12-25 10:30:00 SGT,1938,1inch,0.095156,0.430232655626,8056944.649201593362,133638085.177091628313,matched_exact_symbol_unique
OGN,4,"Binance, Bitget, Bybit, Hyperliquid",2021-03-31T07:00:00+00:00,2021-03-31 15:00:00 SGT,1841.8,origin-protocol,0.0221525,0.4048304244,3040596.999059161171,14695979.666019478813,matched_exact_symbol_unique
OKB,2,"Bybit, OKX",2025-09-04T02:00:00+00:00,2025-09-04 10:00:00 SGT,224,okb,85.28,0.401372819375,13789066.344181312248,1790878854.895987510681,matched_exact_symbol_unique
EDU,2,"Binance, Bybit",2023-04-28T00:00:00+00:00,2023-04-28 08:00:00 SGT,1084.1,edu-coin,0.0466442,0.399670331298,9350013.282880309969,34294047.604858197272,matched_exact_symbol_unique
DEXE,3,"Binance, Bitget, Bybit",2024-07-25T09:08:59+00:00,2024-07-25 17:08:59 SGT,629.7,dexe,11.93,0.395075097357,35747814.473504684865,558576166.167649269104,matched_exact_symbol_unique
SUN,3,"Binance, Bitget, Bybit",2022-02-18T06:38:34+00:00,2022-02-18 14:38:34 SGT,1517.8,sun-token,0.01820641,0.380167794615,71533912.453308731318,350139956.374855279922,matched_exact_symbol_unique
STG,4,"Binance, Bitget, Bybit, Hyperliquid",2022-08-24T07:00:00+00:00,2022-08-24 15:00:00 SGT,1330.8,stargate-finance,0.224488,0.34433787751,8111342.393456996419,26178086.103109803051,matched_exact_symbol_unique
QNT,3,"Binance, Bitget, Bybit",2022-10-18T07:00:00+00:00,2022-10-18 15:00:00 SGT,1275.8,quant-network,74.17,0.322089671876,9709193.104004403576,1078606704.70922088623,matched_exact_symbol_unique
CAKE,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2023-11-02T12:45:00+00:00,2023-11-02 20:45:00 SGT,895.6,pancakeswap-token,1.59,0.305259814667,37735122.473436795175,522583774.14388525486,matched_exact_symbol_unique
WAVES,2,"Bitget, Bybit",2022-01-05T07:33:46+00:00,2022-01-05 15:33:46 SGT,1561.8,waves,0.413941,0.261401741933,1173536.537964507937,41406892.608786940575,matched_exact_symbol_unique
OFC,1,OKX,2026-04-09T11:00:00+00:00,2026-04-09 19:00:00 SGT,6.6,onefootball-club,0.04636325,0.186978654444,27231259.262218236923,7477217.870804249309,matched_exact_symbol_unique
ANKR,3,"Binance, Bitget, Bybit",2021-01-25T07:00:00+00:00,2021-01-25 15:00:00 SGT,1906.8,ankr,0.00511225,0.170498001666,13071902.142127899453,51209213.207201257348,matched_exact_symbol_unique
BTC,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2018-08-28T02:43:23+00:00,2018-08-28 10:43:23 SGT,2788,bitcoin,74689,0.147106435005,39237057849.782241821289,1495029328668.218017578125,matched_override_map
BGB,1,Bitget,,,,bitget-token,1.91,0.102732993557,20366770.346154667437,1334729764.26421713829,matched_exact_symbol_unique
SFP,2,"Binance, Bitget",2021-02-24T07:00:00+00:00,2021-02-24 15:00:00 SGT,1876.8,safepal,0.298816,0.089706185613,1508802.496719860472,149339498.173183202744,matched_exact_symbol_unique
XMR,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,monero,342.03,0.050193571208,119865095.057203471661,6309531386.442709922791,matched_exact_symbol_unique
MAGMA,3,"Binance, Bitget, Bybit",2025-12-26T07:06:53+00:00,2025-12-26 15:06:53 SGT,110.8,magma-finance,0.190105,0.041303686462,3616530.504945140798,35929990.290066845715,matched_exact_symbol_unique
RESOLV,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-06-10T13:11:39+00:00,2025-06-10 21:11:39 SGT,309.5,resolv,0.03520625,0.015535369199,10829839.170819072053,13623019.299888897687,matched_exact_symbol_unique
SPK,4,"Binance, Bitget, Bybit, OKX",2025-06-17T09:00:00+00:00,2025-06-17 17:00:00 SGT,302.7,spark-2,0.0216753,0.010764349657,10797724.28448379226,55195860.309723563492,matched_exact_symbol_unique
USDC,4,"Binance, Bitget, Bybit, OKX",2022-06-28T07:00:12+00:00,2022-06-28 15:00:12 SGT,1387.8,usd-coin,0.999895,0.010261352109,15874883196.637134552002,78570327215.379486083984,matched_override_map
RLUSD,1,Bybit,2025-09-26T14:05:35+00:00,2025-09-26 22:05:35 SGT,201.5,ripple-usd,0.999947,-0.003951334072,92799025.935697093606,1482918558.159662246704,matched_exact_symbol_unique
XVS,3,"Binance, Bitget, Bybit",2023-04-12T00:00:00+00:00,2023-04-12 08:00:00 SGT,1100.1,venus,2.66,-0.006265426058,3661223.88100114977,44523137.223386235535,matched_exact_symbol_unique
NMR,4,"Binance, Bitget, Bybit, OKX",2023-06-22T12:00:00+00:00,2023-06-22 20:00:00 SGT,1028.6,numeraire,8.47,-0.01782005487,5945022.151525411755,59640272.470106206834,matched_exact_symbol_unique
FET,3,"Binance, Bitget, Hyperliquid",2023-01-15T07:00:00+00:00,2023-01-15 15:00:00 SGT,1186.8,fetch-ai,0.228387,-0.023026126043,65687000.125017650425,515682734.167755186558,matched_exact_symbol_unique
BLUAI,2,"Binance, Bybit",2025-10-21T11:30:00+00:00,2025-10-21 19:30:00 SGT,176.6,bluwhale,0.0088837,-0.08854460631,1687537.638152585598,10894355.386171201244,matched_exact_symbol_unique
GMX,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2022-10-10T07:06:10+00:00,2022-10-10 15:06:10 SGT,1283.8,gmx,6.12,-0.108729498899,5407401.100566719659,63530446.226171374321,matched_exact_symbol_unique
QTUM,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2394.8,qtum,0.91236,-0.185962472783,7057452.123238541186,96492165.4107888937,matched_exact_symbol_unique
FOLKS,3,"Binance, Bitget, Bybit",2025-11-06T12:30:00+00:00,2025-11-06 20:30:00 SGT,160.6,folks,1.38,-0.190711996225,5705250.369700473733,19537135.810173042119,matched_exact_symbol_unique
ALLO,4,"Binance, Bitget, Bybit, OKX",2025-11-11T14:00:00+00:00,2025-11-11 22:00:00 SGT,155.5,allora,0.110021,-0.248222335341,5140275.314578325488,24656310.022025890648,matched_exact_symbol_unique
STEEM,3,"Binance, Bitget, Bybit",2023-10-25T06:29:42+00:00,2023-10-25 14:29:42 SGT,903.8,steem,0.057844,-0.279742521709,4797408.23394572176,31447574.40056637302,matched_exact_symbol_unique
