token,venue_count,venues,earliest_listing_time_utc,earliest_listing_time_sgt,listing_age_days,coingecko_id,current_price_usd,price_change_24h_pct,volume_24h_usd,market_cap_usd,match_status
PLUME,4,"Binance, Bitget, Bybit, OKX",2025-01-24T06:45:00+00:00,2025-01-24 14:45:00 SGT,448,plume,0.01312269,13.493344512534,36253115.366850152612,70229646.745554432273,matched_exact_symbol_unique
LISTA,3,"Binance, Bitget, Hyperliquid",2024-06-20T12:30:00+00:00,2024-06-20 20:30:00 SGT,665.8,lista,0.094479,12.657172835742,10241885.022775137797,31288205.509949877858,matched_exact_symbol_unique
MERL,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-04-19T10:25:00+00:00,2024-04-19 18:25:00 SGT,727.9,merlin-chain,0.03975249,12.332532023228,38961936.992759391665,47751394.128088444471,matched_exact_symbol_unique
PENDLE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-07-05T07:26:42+00:00,2023-07-05 15:26:42 SGT,1017,pendle,1.31,12.290342739376,57352967.652010798454,219174533.616618305445,matched_exact_symbol_unique
EVAA,2,"Binance, Bybit",2025-10-03T10:30:00+00:00,2025-10-03 18:30:00 SGT,195.9,evaa-protocol,0.819863,11.966055509003,1744337.434524858836,5489387.818594409153,matched_exact_symbol_unique
SYS,1,Binance,2024-08-19T12:30:00+00:00,2024-08-19 20:30:00 SGT,605.8,syscoin,0.01103859,11.832564540029,1365858.179089813493,9695851.229815769941,matched_exact_symbol_unique
C98,3,"Binance, Bitget, Bybit",2021-08-23T07:00:00+00:00,2021-08-23 15:00:00 SGT,1698,coin98,0.0220578,11.495060501456,7053126.769822659902,22024345.729739475995,matched_exact_symbol_unique
JST,3,"Binance, Bitget, Bybit",2022-02-18T06:45:41+00:00,2022-02-18 14:45:41 SGT,1519,just,0.066454,11.400892589987,72606817.599225491285,568573068.752434015274,matched_exact_symbol_unique
OGN,4,"Binance, Bitget, Bybit, Hyperliquid",2021-03-31T07:00:00+00:00,2021-03-31 15:00:00 SGT,1843,origin-protocol,0.02528688,11.246738534748,12819079.672398678958,16904061.828623834997,matched_exact_symbol_unique
BOME,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-03-15T08:52:25+00:00,2024-03-15 16:52:25 SGT,763,book-of-meme,0.00053505,11.029455155484,82096876.770427435637,36900183.864891402423,matched_exact_symbol_unique
2Z,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-10-02T12:30:00+00:00,2025-10-02 20:30:00 SGT,196.8,doublezero,0.094105,10.920400831344,24385140.809652414173,327824419.783871769905,matched_exact_symbol_unique
HFT,3,"Binance, Bitget, Bybit",2023-03-14T06:45:49+00:00,2023-03-14 14:45:49 SGT,1130,hashflow,0.01543726,10.492439512001,6228934.750994333997,12168681.342844951898,matched_exact_symbol_unique
YB,4,"Binance, Bitget, Bybit, OKX",2025-10-10T14:45:00+00:00,2025-10-10 22:45:00 SGT,188.7,yield-basis,0.127493,10.251307540693,11040909.60421770066,11158898.996360840276,matched_exact_symbol_unique
BAND,4,"Binance, Bitget, Bybit, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,band-protocol,0.238973,9.933417991301,6933159.523198167793,41482782.45943390578,matched_exact_symbol_unique
ARB,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2023-03-23T07:00:00+00:00,2023-03-23 15:00:00 SGT,1121,arbitrum,0.13051,9.76971698984,188161636.755221664906,787487622.441244482994,matched_override_map
AERO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2024-07-15T09:05:08+00:00,2024-07-15 17:05:08 SGT,640.9,aerodrome-finance,0.414429,9.680804246941,29254926.022520124912,381576978.758648991585,matched_exact_symbol_unique
MMT,4,"Binance, Bitget, Bybit, OKX",2025-10-27T09:22:23+00:00,2025-10-27 17:22:23 SGT,171.9,momentum-3,0.143979,9.377460537846,9930093.156752441078,29475636.838825840503,matched_exact_symbol_unique
CARV,3,"Binance, Bitget, Bybit",2024-10-16T08:41:15+00:00,2024-10-16 16:41:15 SGT,548,carv,0.060554,9.057825757954,16354093.02107970044,32490631.865853726864,matched_exact_symbol_unique
1000SATS,2,"Binance, Bitget",2023-12-12T14:00:00+00:00,2023-12-12 22:00:00 SGT,856.7,1000sats-ordinals,0.00001955,8.892407115569,68072761.288070902228,0,matched_exact_symbol_unique
GMX,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2022-10-10T07:06:10+00:00,2022-10-10 15:06:10 SGT,1285,gmx,6.68,8.879591834491,8789486.074533505365,69456870.692267403007,matched_exact_symbol_unique
KMNO,4,"Binance, Bitget, Bybit, OKX",2024-10-09T08:52:41+00:00,2024-10-09 16:52:41 SGT,555,kamino,0.02346341,8.803322719175,10194415.167016109452,102660248.041578635573,matched_exact_symbol_unique
COMP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,compound-governance-token,24.53,8.766056190712,32192522.455016419291,237561535.225689649582,matched_exact_symbol_unique
RECALL,4,"Binance, Bitget, Bybit, OKX",2025-10-15T12:21:09+00:00,2025-10-15 20:21:09 SGT,183.8,recall,0.051492,8.545927722407,9158670.94770588167,13069897.219519758597,matched_exact_symbol_unique
PROM,3,"Binance, Bitget, Bybit",2023-09-05T05:29:56+00:00,2023-09-05 13:29:56 SGT,955.1,prometeus,1.53,8.467039590913,4793866.748148315586,28104650.915814068168,matched_exact_symbol_unique
AIOT,1,Binance,2025-04-30T12:30:00+00:00,2025-04-30 20:30:00 SGT,351.8,okzoo,0.068997,8.437014300811,13150067.879219293594,18123116.679942522198,matched_exact_symbol_unique
TRB,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,tellor,20.03,8.393815601773,102082083.42724648118,55638084.763184010983,matched_exact_symbol_unique
FOLKS,3,"Binance, Bitget, Bybit",2025-11-06T12:30:00+00:00,2025-11-06 20:30:00 SGT,161.8,folks,1.51,8.391243697193,12449265.286938684061,21116686.416580621153,matched_exact_symbol_unique
ZBT,4,"Binance, Bitget, Bybit, OKX",2025-10-17T11:30:00+00:00,2025-10-17 19:30:00 SGT,181.8,zerobase,0.11866,8.367347430931,17138811.842944491655,29052488.274936441332,matched_exact_symbol_unique
BANANAS31,3,"Binance, Bitget, Bybit",2025-03-22T09:15:00+00:00,2025-03-22 17:15:00 SGT,390.9,banana-for-scale-2,0.0108331,8.113343884902,21358937.839898023754,108331009.903310000896,matched_exact_symbol_unique
HEMI,3,"Binance, Bybit, Hyperliquid",2025-08-29T04:30:00+00:00,2025-08-29 12:30:00 SGT,231.1,hemi,0.00830707,8.099758144932,10907310.600298304111,8111326.008490936831,matched_exact_symbol_unique
DUSK,2,"Binance, Bybit",2021-12-16T16:45:30+00:00,2021-12-17 00:45:30 SGT,1582.6,dusk-network,0.163262,8.011202678117,17938886.136149208993,81772255.29483909905,matched_exact_symbol_unique
MBOX,2,"Binance, Bybit",2024-01-18T10:45:43+00:00,2024-01-18 18:45:43 SGT,819.9,mobox,0.01389652,7.971616960833,49102658.13350751996,7647926.187267332338,matched_exact_symbol_unique
SSV,4,"Binance, Bitget, Bybit, OKX",2023-02-23T07:00:00+00:00,2023-02-23 15:00:00 SGT,1149,ssv-network,2.58,7.923854395627,14567159.012214982882,37835171.309527620673,matched_exact_symbol_unique
BERA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-02-06T13:16:28+00:00,2025-02-06 21:16:28 SGT,434.8,berachain-bera,0.449767,7.812820171438,59102133.204697631299,110243106.916725501418,matched_exact_symbol_unique
VANA,4,"Binance, Bitget, Bybit, OKX",2024-12-16T11:43:42+00:00,2024-12-16 19:43:42 SGT,486.8,vana,1.46,7.718607659178,4224761.100503125228,44902995.248193763196,matched_exact_symbol_unique
TUT,3,"Binance, Bitget, Bybit",2025-03-19T09:13:16+00:00,2025-03-19 17:13:16 SGT,393.9,tutorial,0.01191905,7.681206081947,14444273.286165939644,9967356.376608053222,matched_exact_symbol_unique
OFC,1,OKX,2026-04-09T11:00:00+00:00,2026-04-09 19:00:00 SGT,7.9,onefootball-club,0.05236,7.594282280617,78624257.836572781205,8355463.461335025728,matched_exact_symbol_unique
ILV,4,"Binance, Bitget, Bybit, Hyperliquid",2021-11-26T00:00:00+00:00,2021-11-26 08:00:00 SGT,1603.3,illuvium,4.7,7.363771587298,9856216.698164083064,38922207.972807653248,matched_exact_symbol_unique
ACU,4,"Binance, Bitget, Bybit, OKX",2026-01-21T12:45:00+00:00,2026-01-21 20:45:00 SGT,85.8,acurast,0.096167,7.290808531545,5096012.053854873404,23413742.755023535341,matched_exact_symbol_unique
B3,3,"Binance, Bitget, Bybit",2025-02-12T10:16:21+00:00,2025-02-12 18:16:21 SGT,428.9,b3,0.00033869,7.176089008657,1454106.243162361206,28420425.059253599495,matched_exact_symbol_unique
IDOL,2,"Binance, Bitget",2025-07-04T09:15:00+00:00,2025-07-04 17:15:00 SGT,286.9,meet48,0.02358917,7.173421865782,3709443.789311135188,42031219.6197982952,matched_exact_symbol_unique
ENA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-04-02T09:42:46+00:00,2024-04-02 17:42:46 SGT,744.9,ethena,0.111482,7.147408254435,165893987.874755144119,975737567.253090620041,matched_exact_symbol_unique
APT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2022-10-18T07:00:00+00:00,2022-10-18 15:00:00 SGT,1277,aptos,0.995219,7.143240610694,134278882.506218284369,802421052.260841488838,matched_exact_symbol_unique
SCRT,3,"Binance, Bitget, Bybit",2022-03-30T09:50:43+00:00,2022-03-30 17:50:43 SGT,1478.9,secret,0.096961,7.036245693262,2319939.837217560038,32725160.709572877735,matched_exact_symbol_unique
HMSTR,4,"Binance, Bybit, Hyperliquid, OKX",2024-09-11T06:08:16+00:00,2024-09-11 14:08:16 SGT,583.1,hamster-kombat,0.00016205,6.859958848475,24610987.803453549743,10434609.858953589574,matched_exact_symbol_unique
HEI,2,"Binance, Bybit",2025-02-13T09:00:00+00:00,2025-02-13 17:00:00 SGT,427.9,heima,0.08944,6.852819128039,3009012.898381212726,7843537.206215532497,matched_exact_symbol_unique
SWARMS,2,"Binance, Bybit",2025-01-06T08:31:58+00:00,2025-01-06 16:31:58 SGT,466,swarms,0.01811223,6.668784500929,4916062.897272687405,18156002.542900238186,matched_exact_symbol_unique
AAVE,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,aave,113.56,6.553439683317,475466288.927996516228,1721712318.966905355453,matched_exact_symbol_unique
NIL,4,"Binance, Bitget, Bybit, Hyperliquid",2025-03-20T10:55:46+00:00,2025-03-20 18:55:46 SGT,392.9,nillion,0.03964496,6.471634263061,15970474.250399993733,16996412.284520160407,matched_exact_symbol_unique
BSB,4,"Binance, Bitget, Bybit, OKX",2026-03-25T11:45:00+00:00,2026-03-25 19:45:00 SGT,22.8,block-street,0.253077,6.450187058534,11943561.874522024766,54140853.915510907769,matched_override_map
BICO,4,"Binance, Bitget, Bybit, OKX",2021-12-02T11:40:17+00:00,2021-12-02 19:40:17 SGT,1596.8,biconomy,0.02442201,6.396221656988,5097520.905139604583,17727704.790453713387,matched_exact_symbol_unique
SYRUP,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-05-07T08:30:00+00:00,2025-05-07 16:30:00 SGT,345,syrup,0.241894,6.283613053807,12826387.353166764602,280695695.590426146984,matched_exact_symbol_unique
JELLYJELLY,3,"Binance, Bybit, OKX",2025-01-30T06:45:11+00:00,2025-01-30 14:45:11 SGT,442,jelly-my-jelly,0.04999234,6.161764386765,5703592.073862484656,49932556.82949013263,matched_exact_symbol_unique
SKL,3,"Binance, Bitget, Bybit",2020-08-24T07:00:00+00:00,2020-08-24 15:00:00 SGT,2062,skale,0.00684308,6.106650792691,12557270.797149844468,41679644.284594319761,matched_exact_symbol_unique
AEVO,5,"Binance, Bitget, Bybit, dYdX, OKX",2024-03-13T10:25:20+00:00,2024-03-13 18:25:20 SGT,764.9,aevo-exchange,0.02638729,6.048295765611,11929170.433035170659,24119016.735771033913,matched_exact_symbol_unique
KAITO,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-02-20T13:00:00+00:00,2025-02-20 21:00:00 SGT,420.8,kaito,0.481315,6.017988676362,17328781.876485601068,116165446.5105946064,matched_exact_symbol_unique
COTI,3,"Binance, Bitget, Bybit",2021-03-09T07:00:00+00:00,2021-03-09 15:00:00 SGT,1865,coti,0.01503901,5.982969813919,6142768.468284818344,41624127.290731780231,matched_exact_symbol_unique
PIEVERSE,4,"Binance, Bitget, Bybit, OKX",2025-11-14T11:30:00+00:00,2025-11-14 19:30:00 SGT,153.8,pieverse,0.46428,5.944288096843,6084810.347794080153,106673133.734521120787,matched_exact_symbol_unique
ROBO,4,"Binance, Bitget, Bybit, OKX",2026-02-25T09:31:02+00:00,2026-02-25 17:31:02 SGT,50.9,robo-token-2,0.02037137,5.863190861483,28633647.376612629741,45417478.345335513353,matched_exact_symbol_unique
GUN,3,"Binance, Bitget, Bybit",2025-03-31T13:00:00+00:00,2025-03-31 21:00:00 SGT,381.8,gunz,0.01671718,5.846731405025,8915863.388397032395,28863603.18701307103,matched_exact_symbol_unique
CROSS,3,"Binance, Bitget, Bybit",2025-07-10T10:30:00+00:00,2025-07-10 18:30:00 SGT,280.9,cross-2,0.079452,5.797384772188,3649926.629698016215,26562447.530527561903,matched_exact_symbol_unique
IR,2,"Binance, Bitget",2025-12-21T10:30:00+00:00,2025-12-21 18:30:00 SGT,116.9,infrared-finance,0.04987981,5.774422220213,5272360.373993990943,10232185.819509491324,matched_exact_symbol_unique
VANRY,3,"Binance, Bitget, Bybit",2024-03-13T17:30:00+00:00,2024-03-14 01:30:00 SGT,764.6,vanar-chain,0.00553854,5.764165174587,2666224.984219957609,11885729.159040316939,matched_exact_symbol_unique
EDGE,4,"Binance, Bitget, Bybit, OKX",2026-03-19T14:00:00+00:00,2026-03-19 22:00:00 SGT,28.7,edgex,1.22,5.748140234433,31342826.018669657409,424278265.94255656004,matched_override_map
KGEN,4,"Binance, Bitget, Bybit, OKX",2025-10-07T14:30:00+00:00,2025-10-07 22:30:00 SGT,191.7,kgen,0.175419,5.739647328016,1716435.867480137618,34860466.190147995949,matched_exact_symbol_unique
MELANIA,4,"Binance, Bitget, Bybit, Hyperliquid",2025-01-20T05:13:39+00:00,2025-01-20 13:13:39 SGT,452.1,melania-meme,0.112335,5.711702876291,21276453.356416031718,106966914.83886179328,matched_exact_symbol_unique
EIGEN,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-08-06T03:43:33+00:00,2024-08-06 11:43:33 SGT,619.2,eigenlayer,0.19471,5.626080440291,49222421.079100519419,134568144.781800210476,matched_exact_symbol_unique
CELO,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-24T10:03:05+00:00,2021-09-24 18:03:05 SGT,1665.9,celo,0.087748,5.505332849228,7443780.610584789887,52493149.85736887157,matched_exact_symbol_unique
IO,5,"Binance, Bitget, Bybit, dYdX, Hyperliquid",2024-06-11T13:49:00+00:00,2024-06-11 21:49:00 SGT,674.7,io,0.113045,5.500967340024,25521152.586013268679,35916734.032265566289,matched_exact_symbol_unique
GLM,4,"Binance, Bitget, Bybit, OKX",2023-08-10T04:57:59+00:00,2023-08-10 12:57:59 SGT,981.1,golem,0.135913,5.473807853834,18451197.787814307958,135668550.235069185495,matched_exact_symbol_unique
ZBCN,1,Bybit,2024-04-17T07:42:45+00:00,2024-04-17 15:42:45 SGT,730,zebec-network,0.00280854,5.207711596685,8238334.19234384317,275046139.167570054531,matched_exact_symbol_unique
UMA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2020-09-04T10:12:51+00:00,2020-09-04 18:12:51 SGT,2050.9,uma,0.461793,5.190140748072,8083460.528416868299,41749756.855108141899,matched_exact_symbol_unique
SOMI,3,"Binance, Bitget, Bybit",2025-08-25T09:30:00+00:00,2025-08-25 17:30:00 SGT,234.9,somnia,0.183959,5.148878287738,7737208.595478018746,29422922.627431064844,matched_exact_symbol_unique
FHE,2,"Binance, Bybit",2025-04-12T15:00:00+00:00,2025-04-12 23:00:00 SGT,369.7,mind-network,0.0192385,5.125597089248,4021811.752708317712,4806363.861334014684,matched_exact_symbol_unique
ZKJ,2,"Binance, Bitget",2025-05-13T09:30:00+00:00,2025-05-13 17:30:00 SGT,338.9,polyhedra-network,0.02108092,5.103697704979,2371094.56212879857,10034365.745592590421,matched_exact_symbol_unique
IOTA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,iota,0.059186,5.091404710458,10342885.018412366509,259499826.312885403633,matched_exact_symbol_unique
MAVIA,3,"Binance, Bybit, Hyperliquid",2024-02-07T09:12:26+00:00,2024-02-07 17:12:26 SGT,799.9,heroes-of-mavia,0.03513957,5.026665498935,2607555.004500574432,8595084.67644280754,matched_exact_symbol_unique
STRK,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2024-02-20T12:55:00+00:00,2024-02-20 20:55:00 SGT,786.8,starknet,0.03734555,4.995117497888,40267304.745334252715,218525007.447996854782,matched_exact_symbol_unique
YGG,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-08-06T09:00:00+00:00,2021-08-06 17:00:00 SGT,1714.9,yield-guild-games,0.04242754,4.96977648883,16989024.84876036644,31054378.290673363954,matched_exact_symbol_unique
TWT,2,"Binance, Bybit",2022-11-17T06:24:21+00:00,2022-11-17 14:24:21 SGT,1247.1,trust-wallet-token,0.425226,4.892411069395,11213090.896089125425,177284019.875942468643,matched_exact_symbol_unique
NFP,1,Binance,2023-12-27T12:30:00+00:00,2023-12-27 20:30:00 SGT,841.8,nfprompt-token,0.01490672,4.871126137022,2286441.121780804824,7962648.65643180348,matched_exact_symbol_unique
0G,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2025-09-17T15:45:00+00:00,2025-09-17 23:45:00 SGT,211.7,zero-gravity,0.628661,4.855852383111,22830646.71056124568,134285533.582818180323,matched_exact_symbol_unique
RLC,2,"Binance, Bybit",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,iexec-rlc,0.444602,4.792259913666,2626807.676879007835,32182705.084108121693,matched_exact_symbol_unique
GWEI,2,"Binance, Bitget",2026-01-29T05:30:00+00:00,2026-01-29 13:30:00 SGT,78.1,ethgas-2,0.06905,4.697982140901,5186661.456468842924,144918137.840428382158,matched_exact_symbol_unique
BLUAI,2,"Binance, Bybit",2025-10-21T11:30:00+00:00,2025-10-21 19:30:00 SGT,177.8,bluwhale,0.00908893,4.654657173513,1339463.515388407512,11193039.302742194384,matched_exact_symbol_unique
GALA,5,"Binance, Bitget, Bybit, Hyperliquid, OKX",2021-09-17T07:00:00+00:00,2021-09-17 15:00:00 SGT,1673,gala,0.00334279,4.65113083853,54508178.828060984612,159167562.6083573699,matched_exact_symbol_unique
RPL,3,"Binance, Bitget, Bybit",2023-03-01T07:32:26+00:00,2023-03-01 15:32:26 SGT,1143,rocket-pool,1.99,4.641499060714,3888326.932977464516,44363433.442972026765,matched_exact_symbol_unique
CYS,3,"Binance, Bitget, Bybit",2025-12-12T11:00:00+00:00,2025-12-12 19:00:00 SGT,125.9,cysic,0.408037,4.62706832314,20107636.650475181639,65612897.78593558073,matched_exact_symbol_unique
AVNT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-09-09T14:05:37+00:00,2025-09-09 22:05:37 SGT,219.7,avantis,0.142858,4.565120966891,25131545.390770763159,49684677.355709269643,matched_exact_symbol_unique
TLM,3,"Binance, Bitget, Bybit",2021-11-22T00:00:00+00:00,2021-11-22 08:00:00 SGT,1607.3,alien-worlds,0.00178438,4.389033117207,6086935.78070900403,11667188.609791938215,matched_exact_symbol_unique
SPK,4,"Binance, Bitget, Bybit, OKX",2025-06-17T09:00:00+00:00,2025-06-17 17:00:00 SGT,303.9,spark-2,0.02325705,4.34511120775,14630687.560400694609,59276331.689100503922,matched_exact_symbol_unique
DOT,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2019-09-25T08:00:00+00:00,2019-09-25 16:00:00 SGT,2396,polkadot,1.33,4.316010741006,364559658.845933139324,2229016370.147675514221,matched_override_map
HOT,2,"Binance, Bitget",2021-03-30T07:00:00+00:00,2021-03-30 15:00:00 SGT,1844,holotoken,0.0004314,4.291846472007,6056931.782010275871,76731371.333319202065,matched_exact_symbol_unique
ENSO,4,"Binance, Bitget, Bybit, OKX",2025-10-14T09:00:00+00:00,2025-10-14 17:00:00 SGT,184.9,enso,0.923053,4.232066669657,17051635.929917559028,18988880.204471517354,matched_exact_symbol_unique
OXT,1,Bybit,2023-08-10T04:52:51+00:00,2023-08-10 12:52:51 SGT,981.1,orchid-protocol,0.01108745,4.228755155213,2918959.756619875785,6568295.619464534335,matched_exact_symbol_unique
CVX,4,"Binance, Bitget, Bybit, OKX",2022-04-20T07:38:02+00:00,2022-04-20 15:38:02 SGT,1458,convex-finance,1.87,4.210479264213,7056139.65325499326,168514262.036676853895,matched_exact_symbol_unique
CTC,1,Bybit,2022-05-17T07:57:50+00:00,2022-05-17 15:57:50 SGT,1431,creditcoin-2,0.155478,4.200019135061,4355856.003094960004,83069031.111284583807,matched_exact_symbol_unique
REZ,4,"Binance, Bitget, Bybit, Hyperliquid",2024-04-30T14:00:00+00:00,2024-04-30 22:00:00 SGT,716.7,renzo,0.00409447,4.14449694874,19782245.391828231514,33655885.551550380886,matched_exact_symbol_unique
CETUS,3,"Binance, Bitget, Bybit",2024-02-05T03:44:03+00:00,2024-02-05 11:44:03 SGT,802.2,cetus-protocol,0.02163229,4.113275114013,3958171.608466021717,20178481.601470526308,matched_exact_symbol_unique
ZORA,6,"Binance, Bitget, Bybit, dYdX, Hyperliquid, OKX",2025-04-25T09:17:30+00:00,2025-04-25 17:17:30 SGT,356.9,zora,0.01513762,4.07963650873,11221282.105379441753,67526502.404023647308,matched_exact_symbol_unique
HAEDAL,3,"Binance, Bitget, Bybit",2025-04-30T11:29:53+00:00,2025-04-30 19:29:53 SGT,351.8,haedal,0.03076541,4.054184274045,4188484.063129452523,5987021.332814772613,matched_exact_symbol_unique
