token,coingecko_id,rwa_label,rwa_category,protocol,confidence,evidence_type,evidence_detail_json,label_source,labeled_at
FIGHT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FIL,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FIO,fio-protocol,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLOCK,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLOKI,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLOW,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLR,flare-networks,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLUID,instadapp,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FLUX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FOGO,fogo,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FOLKS,folks,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FORM,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FRAX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FRIEND,friend-tech,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FTM,fantom,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FTT,ftx-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FUN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FUTU,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FXS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
G,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GALA,gala,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GAS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GIGA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GIGGLE,giggle-fund,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GLM,golem,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GME,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GMT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GMX,gmx,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GNO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GOAT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GODS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GOOGL,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GPS,goplus-security,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GRASS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GRIFFAIN,griffain,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GRT,the-graph,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GTC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GUA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GUN,gunz,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
GWEI,ethgas-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
H,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HAEDAL,haedal,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HANA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HBAR,hedera-hashgraph,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HEI,heima,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HEMI,hemi,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HFT,hashflow,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HIGH,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HIPPO,sudeng,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HIVE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HMSTR,hamster-kombat,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HNT,helium,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HOLO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HOME,home,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HOOD,hood,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HOT,holotoken,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HPOS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HPOS10I,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HUMA,huma-finance,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HYPE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
HYPER,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IBM,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ICNT,impossible-cloud-network-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ICP,internet-computer,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ICX,icon,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ID,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IDOL,meet48,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ILV,illuvium,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IMX,immutable-x,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
INDA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
INIT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
INJ,injective-protocol,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
INTC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
INX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IO,io,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IOST,iostoken,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IOTA,iota,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IOTX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IP,story-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IR,infrared-finance,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IRYS,irys,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
IWM,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JASMY,jasmycoin,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JCT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JD,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JELLY,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JELLYJELLY,jelly-my-jelly,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JOE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JST,just,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JTO,jito-governance-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
JUP,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KAIA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KAITO,kaito,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KAS,kaspa,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KAT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KAVA,kava,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kBONK,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kDOGS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KERNEL,kernel-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kFLOKI,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KGEN,kgen,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KITE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kLUNC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KMNO,kamino,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KNC,kyber-network-crystal,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kNEIRO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KOMA,koma-inu,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kPEPE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
kSHIB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KSM,kusama,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
KWEB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LAB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LAUNCHCOIN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LAYER,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LDO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LIGHT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LINEA,linea,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LINK,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LISTA,lista,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LIT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LLY,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LOOM,loom-network-new,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LPT,livepeer,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LQTY,liquity,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LRC,loopring,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LSK,lisk,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LTC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LUMIA,lumia,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LUNA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LUNA2,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LUNC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
LYN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
M,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
MA,mind-ai,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
